"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500","V501","V502","V503","V504","V505","V506","V507","V508","V509","V510","V511","V512"
4,10,1,7,4,2,24,14,0,0,1,4,14,26,1,0,1,1,0,0,0,2,0,0,1,2,6,0,23,1,3,0,0,0,1,0,2,2,3,0,3,1,12,8,2,6,7,17,17,12,2,0,4,8,5,3,3,21,6,16,4,2,0,1,3,3,3,2,0,5,7,8,2,1,3,0,1,2,10,7,6,15,1,3,8,2,29,8,4,1,2,1,6,3,0,0,0,0,1,0,6,1,2,5,0,3,0,4,3,1,7,2,0,1,4,0,1,0,1,0,1,23,1,5,1,0,2,0,35,37,14,1,0,2,13,1,0,2,1,0,3,6,1,0,0,0,0,0,0,7,34,1,4,0,4,0,2,0,1,0,2,0,0,0,1,0,0,0,0,8,0,1,0,0,5,3,0,0,1,0,0,6,0,4,1,0,0,3,0,0,1,0,0,0,4,7,2,0,2,8,6,0,1,6,3,6,7,3,22,10,5,3,1,40,14,8,6,1,1,2,13,3,11,21,13,5,25,1,1,3,8,1,5,4,0,1,14,1,3,6,0,0,2,7,6,5,65,11,69,19,2,28,1,11,13,0,2,1,1,0,0,1,0,6,0,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,7,0,0,0,1,0,1,2,0,3,2,2,0,0,1,11,0,10,17,9,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2,6,5,1,0,1,2,0,0,0,1,0,5,4,5,0,3,7,8,0,0,2,0,0,2,2,2,2,16,2,2,6,2,0,0,0,0,2,0,0,9,1,0,4,2,0,0,2,4,0,0,6,3,4,1,4,1,10,8,0,1,2,1,0,0,4,0,2,8,3,3,1,3,0,1,0,0,2,4,11,3,3,0,1,5,10,18,14,15,1,5,0,2,0,1,11,6,1,12,3,8,0,0,5,10,2,29,13,3,0,1,3,0,8,2,2,5,1,2,0,1,3,0,10,3,7,0,3,0,1,0,0,0,1,0,4,1,9,1,4,1,0,0,0,0,1,4,0,0,1,1,7,17,0,0,2,0,2,2,5,8,2,0,1,4,0,1,2,0,0,1,1,0,8,1,0,2,1,2,5,3,8,1,5,10,1,7,8,12
0,1,6,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,2,0,2,2,8,0,1,2,2,0,5,0,0,0,1,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,0,1,3,0,0,0,2,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,3,0,1,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4,1,3,4,0,16,14,13,2,4,7,1,3,4,5,2,5,5,14,3,1,12,0,0,1,2,0,3,4,2,2,1,9,3,2,4,2,1,3,6,4,6,5,5,4,4,12,10,15,5,10,3,5,4,1,2,7,0,10,0,1,3,2,19,11,4,9,14,7,26,12,2,18,8,6,30,48,1,13,4,15,3,22,1,2,11,9,7,17,17,10,9,7,33,21,2,0,5,5,4,6,5,10,1,7,1,1,1,9,10,10,0,3,4,3,16,3,2,3,14,19,12,38,28,7,26,10,48,5,0,3,11,4,2,6,6,12,4,1,3,3,27,3,7,4,4,0,5,2,11,9,3,0,9,4,3,4,7,18,5,4,2,6,1,8,0,1,1,8,10,10,4,1,4,2,5,1,0,2,3,4,7,11,3,2,6,7,3,2,8,6,5,11,8,11,4,6,7,29,3,5,13,5,26,7,8,8,2,12,7,5,29,23,2,11,28,5,0,3,4,1,3,15,12,19,11,2,27,10,5,19,4,5,4,6,8,1,8,1,4,2,28,1,1,6,8,2,0,5,4,6,3,19,1,0,8,14,5,6,5,6,2,7,20,3,7,7,1,8,10,7,5,6,8,0,17,5,2,9,3,1,9,6,10,2,15,1,2,5,1,6,7,1,0,10,2,13,7,3,3,9,0,5,15,7,13,10,23,6,16,4,6,17,6,10,3,4,2,10,1,19,6,15,10,3,2,14,8,9,3,1,3,1,5,0,6,6,8,1,14,5,7,4,2,8,8,13,2,1,9,3,0,0,14,9,8,9,6,6,1,5,12,19,0,4,21,2,15,7,1,0,5,4,1,1,9,6,6,37,9,12,4,3,3,8,0,3,2,7,10,20,3,0,6,6,3,3,1,1,11,8,3,4,12,1,4,5,6,10,24,3,13,12,3,13,9,21,1,7,4,0,1,2,1,1,6,1,2,9,19,10,2,1,16,1,3,3,0,5,10,1,11,6,14,1,5,4,0,1,2,1,3,8,3,1,2,8,1,1,1,1,0,1,3,13,7,8,6,7,9,7,3,3,12,2,4,4,7,5,1,1,1,4,5,0,0,3,6,1,6,6,1,2,1,1,3,5,3,7,1,1,3,2,2,2,1,6,6,13,3,11
5,1,0,1,1,2,3,5,3,0,0,1,1,0,5,1,3,0,2,7,1,1,0,0,0,0,0,0,1,2,6,0,0,1,1,1,0,1,1,1,0,0,12,8,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,7,2,0,5,2,12,13,6,0,1,7,2,5,1,3,0,0,0,2,2,1,0,2,0,2,5,5,6,0,1,3,3,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,5,1,3,8,1,0,2,8,3,0,4,0,0,0,2,1,0,3,3,1,0,0,2,0,0,0,5,0,2,0,0,1,2,0,0,1,0,1,0,0,6,0,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,1,6,0,0,0,1,2,1,3,0,2,0,0,2,3,9,8,1,0,3,2,2,1,0,5,2,1,0,3,0,0,2,4,3,0,1,0,0,2,0,0,1,1,0,0,6,4,0,2,6,4,0,0,0,0,7,5,1,4,3,0,0,6,0,2,2,1,0,4,0,2,1,3,1,1,0,2,0,3,0,6,4,2,0,0,5,0,0,1,0,0,3,7,11,3,4,28,0,0,4,0,0,2,1,1,0,5,4,1,0,8,5,1,0,0,0,1,4,0,2,1,0,0,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,1,0,2,1,6,1,1,1,3,1,0,1,0,0,0,2,0,0,0,0,1,12,1,1,2,4,2,1,0,4,10,7,2,1,0,0,0,0,1,3,0,0,9,0,3,2,0,0,0,1,0,1,0,0,0,1,0,4,0,0,2,7,9,3,5,0,2,1,0,6,1,5,5,3,1,6,3,2,4,0,3,0,1,9,13,0,1,0,1,0,5,5,2,1,4,2,1,1,0,4,0,1,0,0,0,3,2,2,0,6,1,0,1,1,0,8,2,1,0,1,0,5,2,0,1,0,11,7,0,0,4,1,5,2,1,0,0,2,2,3,2,0,4,0,0,1,0,3,0,3,34,0,0,0,3,0,5,11,2,3,0,0,0,2,1
37,4,18,29,25,39,21,11,20,10,7,14,4,14,24,17,95,50,8,15,57,35,9,25,66,28,16,39,20,15,25,33,29,29,27,53,6,25,6,5,14,29,45,36,4,10,15,25,14,19,6,5,6,7,12,6,7,7,7,8,5,10,22,18,46,28,49,16,29,29,39,54,33,27,32,33,15,47,32,57,15,25,11,18,35,40,32,24,17,39,7,13,2,17,23,17,83,33,26,17,124,37,169,156,29,11,16,19,31,18,24,23,55,77,24,29,26,11,28,27,63,20,51,30,12,15,37,16,14,20,13,21,26,11,14,13,22,42,2,14,19,15,24,16,5,8,19,10,6,4,8,12,20,21,26,11,11,16,23,14,22,39,9,17,14,14,25,12,26,5,4,11,4,2,8,6,10,1,5,2,11,6,5,13,18,6,5,14,6,21,6,2,46,32,23,19,29,61,39,35,35,36,48,28,45,36,20,16,27,13,16,16,13,18,16,21,21,29,40,35,57,18,55,69,65,9,12,12,19,25,16,48,28,43,30,54,33,28,53,20,26,15,34,27,27,29,16,22,10,12,10,19,31,40,24,20,9,5,5,5,12,12,21,27,3,2,8,12,2,2,4,6,3,5,15,9,6,6,7,4,4,2,6,8,5,1,7,11,20,7,13,14,3,10,22,30,34,9,13,13,14,31,14,10,9,2,3,4,8,23,8,2,18,11,6,1,5,4,14,13,5,6,19,19,4,16,9,13,37,24,11,28,4,4,7,3,12,10,6,5,10,6,33,14,11,7,13,7,2,14,6,3,2,13,5,4,10,10,11,11,1,10,5,6,5,8,7,16,21,12,34,31,35,10,18,7,7,11,9,5,7,4,6,1,26,26,12,16,21,14,25,5,12,8,1,7,4,7,9,6,9,4,16,13,11,8,1,4,16,5,13,17,29,6,15,18,19,8,18,22,21,12,29,25,18,36,22,16,29,32,27,26,20,19,15,13,57,48,69,62,15,9,26,22,7,13,46,18,19,1,11,50,31,11,22,21,64,24,15,25,24,22,26,21,74,30,23,29,7,4,21,35,56,47,34,11,20,15,24,16,27,5,11,10,34,10,6,13,22,7,6,8,26,9,26,22,28,49,8,15,14,23,6,4,17,10,8,19,26,11,18,9
3,3,4,1,1,5,1,3,3,4,0,0,1,5,0,0,12,9,0,0,0,1,1,4,3,2,1,0,4,4,1,9,1,6,9,4,10,2,3,6,1,2,0,12,4,8,2,6,1,6,0,0,0,0,0,1,3,1,2,0,5,12,8,7,8,5,2,2,1,3,9,7,1,0,0,2,0,2,3,0,2,1,1,2,0,3,3,1,18,2,1,10,4,5,5,13,7,2,0,0,0,1,10,1,16,3,3,1,3,0,1,3,9,4,11,7,6,0,5,1,6,16,8,27,28,2,8,11,1,7,1,3,22,29,14,27,1,4,1,2,11,19,17,1,5,27,0,4,0,1,2,0,7,3,3,8,11,5,11,3,9,16,11,9,6,4,4,1,3,1,0,10,0,0,9,1,6,6,10,2,7,2,3,4,2,9,8,9,8,0,4,7,1,1,5,10,3,15,11,25,4,12,17,21,0,12,0,0,2,2,1,8,9,10,3,1,2,1,0,16,2,3,0,3,4,11,11,1,0,2,1,2,0,5,1,1,4,1,1,5,0,2,6,3,0,0,0,2,2,2,17,6,2,2,4,1,20,30,3,3,21,22,12,16,47,45,68,17,6,31,3,26,13,25,25,48,91,15,66,31,35,12,20,15,18,59,22,29,92,74,3,22,1,6,1,31,1,9,3,15,5,14,22,6,23,8,7,5,11,5,13,2,0,11,20,26,4,26,21,4,39,27,14,12,38,6,0,25,40,3,19,10,6,16,14,15,16,6,3,12,4,19,6,10,3,36,11,4,4,27,1,1,4,19,16,1,27,11,37,50,0,6,1,3,4,11,7,5,38,14,22,16,44,30,34,4,163,19,16,19,58,32,9,8,6,11,1,8,1,2,9,4,6,1,0,3,2,0,3,3,9,1,2,0,6,0,1,4,29,3,1,1,21,5,1,5,4,2,0,2,4,5,8,3,8,0,1,0,2,2,0,4,3,15,3,0,6,4,24,4,7,3,32,6,3,10,3,6,11,8,33,15,9,2,16,11,4,3,0,1,2,1,3,16,5,14,5,0,40,21,7,10,30,0,2,1,7,17,18,14,0,1,5,6,4,1,6,1,2,12,0,1,4,4,26,13,9,6,14,13,2,7,1,2,2,7,44,6,17,4,9,1
0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,0,9,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,12,8,0,14,0,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,5,0,0,3,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0
9,3,7,5,6,5,8,2,18,2,3,12,11,10,4,3,9,6,4,7,0,1,5,5,3,4,3,4,2,7,6,16,2,3,13,4,11,6,7,8,12,12,28,14,7,11,11,36,5,13,2,4,1,11,4,2,8,4,29,5,7,16,25,14,1,6,4,5,4,6,6,5,2,0,2,4,1,8,4,3,6,6,3,6,1,4,6,3,4,5,1,3,16,1,3,3,6,0,0,0,3,6,3,2,1,4,3,1,11,6,8,9,3,8,3,5,4,1,7,7,10,9,10,6,14,3,10,10,22,10,4,12,4,1,3,4,5,8,7,1,9,7,2,0,0,5,2,4,3,5,4,0,2,2,1,5,4,2,4,6,3,9,5,1,14,7,8,6,36,12,9,18,23,17,16,14,5,5,3,7,3,2,5,14,2,3,4,3,2,5,1,5,5,3,2,4,1,5,6,6,2,3,8,1,8,2,2,5,13,1,9,5,14,19,7,21,20,5,7,6,2,6,5,2,23,13,14,13,31,31,6,30,12,4,12,11,23,29,18,16,27,10,10,18,35,16,52,8,5,8,34,14,69,105,8,8,3,1,3,6,28,8,3,2,3,5,25,30,1,9,3,9,1,2,3,2,8,5,1,4,5,4,7,10,9,2,15,3,0,3,3,4,4,7,2,5,1,5,8,3,0,4,2,7,5,10,6,26,7,4,8,1,5,3,3,5,2,2,3,3,0,5,6,7,1,2,4,4,4,4,3,2,3,4,5,2,4,5,3,9,1,3,7,5,7,3,3,6,1,2,0,1,10,18,7,6,5,5,6,8,23,6,12,4,10,20,35,25,3,4,3,3,2,0,3,2,22,19,7,6,1,5,7,1,1,8,6,16,18,8,25,14,5,8,2,5,2,4,5,1,9,1,3,8,0,5,1,4,13,4,6,3,2,2,5,14,32,35,33,13,1,6,2,3,3,6,4,3,8,8,7,9,5,11,2,3,4,6,3,6,6,2,6,5,5,9,6,4,6,3,6,3,11,9,5,0,4,6,6,5,7,6,5,6,4,7,14,7,4,8,2,4,5,6,4,1,4,0,9,27,8,3,4,2,14,6,11,32,2,11,2,3,3,0,3,3,21,5,1,3,3,7,6,13,7,3,7,10,4,4,8,5
11,9,6,5,8,13,7,5,25,3,5,6,11,3,12,6,18,24,19,17,5,10,7,12,8,15,7,2,9,19,17,13,20,19,10,31,27,29,38,33,14,12,17,9,15,19,33,12,24,19,20,74,11,29,30,20,14,25,8,24,14,13,21,17,29,25,11,12,5,9,16,16,77,10,10,18,41,56,31,31,8,7,20,9,6,12,6,10,23,6,17,11,12,2,15,23,9,6,6,9,9,9,5,12,11,11,9,3,17,25,17,28,15,4,8,5,13,19,12,21,3,9,16,52,20,6,6,8,6,9,3,9,8,16,10,11,9,11,2,3,2,17,20,14,18,19,5,17,9,15,27,28,6,9,19,23,7,9,22,29,13,27,9,7,5,19,16,21,9,10,13,10,11,16,8,11,42,36,18,23,27,10,5,6,21,15,20,19,17,24,20,13,14,21,7,22,16,10,19,27,6,7,20,24,13,25,21,13,7,13,17,37,8,27,10,14,9,8,3,5,11,5,8,8,7,4,5,5,7,8,7,8,5,23,8,3,6,13,4,6,6,16,7,23,5,2,13,10,5,7,3,16,5,13,14,10,42,20,25,21,10,2,11,15,32,20,27,14,4,35,14,9,36,39,28,28,65,50,18,47,43,68,36,63,114,36,83,24,64,73,35,19,22,22,18,13,6,10,9,7,20,11,46,6,35,23,41,38,17,14,40,33,16,25,39,96,11,31,44,25,21,18,8,18,11,14,5,6,17,17,11,19,5,9,10,3,3,7,2,2,8,10,6,6,9,12,8,12,22,25,17,18,13,29,29,15,13,22,8,11,22,5,43,20,2,11,7,15,25,9,12,10,7,10,12,8,12,14,19,25,63,24,33,18,15,6,7,10,10,20,19,14,8,13,18,14,10,25,19,7,9,10,7,16,14,8,7,11,9,14,18,3,20,7,6,31,26,13,6,11,17,30,8,36,9,3,20,8,34,30,24,45,18,20,9,13,11,7,2,3,22,20,24,27,17,11,26,25,6,6,1,1,3,11,2,3,10,9,10,4,2,2,8,3,6,4,11,8,20,13,12,5,20,15,2,3,13,9,7,3,6,4,4,3,5,1,4,4,5,23,6,4,5,11,3,4,9,6,6,9,4,7,1,1,6,2,16,10,4,6,4,4
32,19,7,3,2,6,23,8,2,10,1,7,1,4,5,7,38,0,5,0,8,13,9,7,0,9,13,41,12,35,5,3,1,5,6,11,12,1,6,43,19,37,15,1,8,16,6,12,2,11,3,1,4,1,9,2,5,3,3,6,7,6,3,6,1,10,0,2,0,2,9,2,0,0,38,2,3,0,2,2,2,9,0,9,3,1,2,4,0,4,1,1,24,0,3,0,1,9,4,5,15,15,3,3,7,47,14,2,4,0,9,10,9,17,8,2,8,4,2,20,3,5,1,3,6,1,11,1,14,20,3,11,7,1,16,13,52,8,1,3,3,0,1,7,0,26,5,3,5,16,7,13,4,0,3,2,0,0,21,7,0,6,2,4,4,0,12,9,1,0,1,1,5,19,0,6,0,2,11,21,12,2,0,1,0,11,0,4,11,1,0,1,0,7,3,9,0,1,5,0,1,0,0,0,1,0,0,0,6,2,47,1,0,8,4,6,5,0,15,2,8,8,4,18,0,9,0,4,2,3,14,6,3,0,29,13,9,0,1,1,1,1,2,7,4,8,1,0,24,9,10,8,1,5,0,0,0,19,5,0,11,8,7,3,15,2,4,6,11,3,15,2,2,1,2,17,1,1,13,11,0,1,5,0,3,2,5,2,2,1,0,0,2,0,1,2,2,0,14,7,2,0,2,2,2,27,26,12,24,5,1,15,0,0,2,7,0,1,17,0,0,2,0,2,2,0,0,2,5,0,3,0,1,2,1,0,2,11,9,0,1,10,1,14,4,0,26,10,0,0,7,0,13,11,44,10,1,12,8,2,5,0,8,1,7,2,5,16,10,18,0,4,4,2,9,12,73,24,7,4,3,0,12,2,34,0,17,361,31,42,3,37,68,22,124,55,356,17,39,155,15,7,20,19,2,6,10,32,39,15,9,8,1,28,1,7,0,58,2,1,17,12,2,1,7,2,4,2,4,9,18,1,4,3,0,0,0,2,6,6,17,1,0,0,0,6,0,2,12,0,3,1,5,0,2,2,1,3,12,2,3,6,2,1,2,5,1,0,4,0,1,1,4,4,0,1,0,2,4,0,11,27,3,0,1,8,0,0,0,3,1,27,17,4,21,25,6,2,1,1,0,2,1,7,0,0,8,4,41,5,3,9
72,58,41,40,9,33,71,99,97,84,29,62,83,64,132,36,21,7,29,28,45,55,15,22,52,73,38,81,111,67,46,29,10,50,64,80,23,28,92,89,29,211,63,71,18,110,44,129,61,124,101,107,41,24,59,27,46,31,50,77,13,9,23,12,14,21,12,22,4,11,56,13,316,69,47,24,81,82,28,27,72,67,55,50,25,34,79,39,38,13,2,28,14,15,14,13,19,9,4,9,16,19,33,22,22,27,24,26,35,110,48,25,134,65,73,51,140,99,37,58,32,40,35,37,10,3,1,5,96,102,79,48,4,3,16,4,215,126,59,34,9,78,22,40,17,11,15,30,76,232,53,190,12,27,56,2,7,4,12,11,4,17,9,11,29,26,54,140,27,59,62,52,102,14,91,57,21,3,6,4,23,18,27,7,14,11,4,2,8,12,4,36,29,79,28,74,11,48,40,20,13,2,6,16,46,26,101,101,13,18,44,23,2,5,22,9,12,11,17,7,37,7,12,54,15,6,18,15,19,8,20,13,23,92,29,33,28,9,5,4,76,15,48,29,25,62,91,23,26,24,8,20,20,20,9,5,4,6,8,7,6,2,6,0,2,1,0,3,2,4,3,1,11,7,25,28,8,6,2,1,9,7,5,9,7,4,7,1,4,5,3,6,3,4,8,11,8,4,4,5,8,9,5,4,7,1,9,8,9,8,18,16,6,3,4,3,2,5,6,2,1,4,8,10,2,5,7,13,3,1,1,10,10,8,4,1,8,14,2,12,5,3,3,5,4,3,12,9,2,7,6,14,35,23,9,6,4,3,4,5,9,3,17,14,10,12,3,3,5,5,8,4,1,3,6,3,4,4,2,5,13,12,4,4,3,18,11,7,6,7,10,6,89,111,40,26,33,28,52,32,192,63,35,112,70,82,61,48,13,9,256,27,4,10,42,29,35,22,7,9,18,17,8,23,38,52,12,26,70,29,61,167,4,3,2,0,5,4,8,6,17,16,8,3,8,19,25,20,5,0,5,4,9,5,2,1,15,39,16,11,7,16,20,2,5,2,16,19,10,5,5,6,14,8,20,28,5,5,4,3,91,21,102,29,37,23,13,53,5,10,5,14,6,13,11,16,2,5,4,1,12,37,19,8,10,18,3,37,19,10,12,34
0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,7,0,0,1,0,7,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,3,0,6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,7,18,0,1,0,17,0,0,0,2,3,0,0,0,1,0,4,0,0,0,0,0,1,3,0,0,0,0,0,2,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,12,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,2,2,1,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,3,0,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,6,8,29,5,1,1,0,0,0,0,0,10,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
