Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.0293885436269586
T Cell Mediated Cytotoxicity (GO:0001913),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Endosome To Pigment Granule Transport (GO:0043485),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.1364095267627693
Negative Regulation Of Protein Import Into Nucleus (GO:0042308),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.1364095267627693
Ubiquitin-Dependent Protein Catabolic Process Via The C-end Degron Rule Pathway (GO:0140627),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.1364095267627693
Regulation Of Angiotensin Levels In Blood (GO:0002002),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Regulation Of Protein Binding (GO:0043393),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.000730074937811282
Regulation Of mRNA Stability (GO:0043488),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.0011626025701263
Positive Regulation Of Interleukin-6 Production (GO:0032755),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Regulation Of Podosome Assembly (GO:0071801),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
ncRNA Export From Nucleus (GO:0097064),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.1364095267627693
Angiotensin Maturation (GO:0002003),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Cellular Response To Tumor Necrosis Factor (GO:0071356),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Maturation Of SSU-rRNA (GO:0030490),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.0185789812848817
Regulation Of Receptor Internalization (GO:0002090),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.0106325935491798
Negative Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002701),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Neuron Development (GO:0048666),0.3097323200318286,0.3048660683747633,0.4009388299258777,0.3164734382391654,0.314198633850701,0.3292418580844672,0.0857338284742448
Dendritic Cell Migration (GO:0036336),0.1900823926135769,0.1869972251841455,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.3307270330522372,0.999997650764369
Barbed-End Actin Filament Capping (GO:0051016),0.1900823926135769,0.1869972251841455,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.3307270330522372,0.2429433504769355
Actin Filament Capping (GO:0051693),0.1900823926135769,0.1869972251841455,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.3307270330522372,0.2429433504769355
Positive Regulation Of Intracellular Signal Transduction (GO:1902533),0.328387808148511,0.3327183218802025,0.327858877104301,0.3384763023959001,0.3280666275344331,0.33110158741266954,0.593432283432941
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),0.3097323200318286,0.3048660683747633,0.4154299928862742,0.3164734382391654,0.3124065365701866,0.33178167122044366,0.6281550808436639
Organonitrogen Compound Catabolic Process (GO:1901565),0.3311259581052067,0.3327183218802025,0.3332507745004867,0.3384763023959001,0.3318936341358293,0.333492998203525,0.2827682111305527
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.992466519249961
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.157401282353135
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.4709804273552053
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.999997650764369
Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.999997650764369
Histone H4 Acetylation (GO:0043967),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.0002383500816206065
Negative Regulation Of Mitochondrion Organization (GO:0010823),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.3161952052166117
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),0.3311259581052067,0.3327183218802025,0.3337642985423905,0.3384763023959001,0.3318936341358293,0.3335957030119058,0.1364095267627693
Intestinal Cholesterol Absorption (GO:0030299),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.999997650764369
Oligosaccharide Catabolic Process (GO:0009313),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.999997650764369
Positive Regulation Of Defense Response (GO:0031349),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.999997650764369
L-alpha-amino Acid Transmembrane Transport (GO:1902475),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.5710024633643275
Negative Regulation Of Necroptotic Process (GO:0060546),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.1035277117075682
Vesicle Fusion (GO:0006906),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.092300697969156
Transferrin Transport (GO:0033572),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Regulation Of Tau-Protein Kinase Activity (GO:1902947),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Quinone Metabolic Process (GO:1901661),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Response To Laminar Fluid Shear Stress (GO:0034616),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.1035277117075682
Positive Regulation Of Mitochondrial Membrane Permeability (GO:0035794),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Ornithine Metabolic Process (GO:0006591),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000048),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Negative Regulation Of Secretion By Cell (GO:1903531),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.999997650764369
Negative Regulation Of Establishment Of Protein Localization (GO:1904950),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.1035277117075682
Mesenchymal To Epithelial Transition (GO:0060231),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Positive Regulation Of Protein Localization To Membrane (GO:1905477),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.1364095267627693
Iron Ion Transmembrane Transport (GO:0034755),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
SNARE Complex Assembly (GO:0035493),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3036022959723437
Peptidyl-Amino Acid Modification (GO:0018193),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.1035277117075682
Tetrapyrrole Metabolic Process (GO:0033013),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.1035277117075682
T-helper 1 Type Immune Response (GO:0042088),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.999997650764369
Water-Soluble Vitamin Metabolic Process (GO:0006767),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.0293406118584132
Negative Regulation Of Growth (GO:0045926),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.3212156708476431
Neuron Projection Regeneration (GO:0031102),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.6281550808436639
Hormone Transport (GO:0009914),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.9089664372743907
Negative Regulation Of Extracellular Matrix Organization (GO:1903054),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.6281550808436639
Positive Regulation Of Catalytic Activity (GO:0043085),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.0293406118584132
Negative Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034115),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.6281550808436639
Cyclic-Nucleotide-Mediated Signaling (GO:0019935),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.999997650764369
Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.9089664372743907
Neurotransmitter Receptor Transport To Postsynaptic Membrane (GO:0098969),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.9089664372743907
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.2003745572606611
Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.6281550808436639
Axon Regeneration (GO:0031103),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.6281550808436639
Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.6281550808436639
Positive Regulation Of ATP Metabolic Process (GO:1903580),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.9089664372743907
Purine Nucleobase Metabolic Process (GO:0006144),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.6281550808436639
Alpha-Linolenic Acid Metabolic Process (GO:0036109),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.9089664372743907
Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629),0.3311259581052067,0.3327183218802025,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.33405917127284573,0.9089664372743907
Negative Regulation Of Cell Growth (GO:0030308),0.3311259581052067,0.3338983868359024,0.3360816398470901,0.3432588598467063,0.3318936341358293,0.335251695754147,0.0403730499862431
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.3311259581052067,0.3346190003369046,0.3360816398470901,0.3435132838770456,0.3318936341358293,0.33544670326041526,0.999997650764369
Regulation Of Chemokine Production (GO:0032642),0.3336434186749776,0.335841226979833,0.3368233953297881,0.3435132838770456,0.3348575738957497,0.3369357797514788,0.999997650764369
Negative Regulation Of Proteolysis (GO:0045861),0.3336434186749776,0.335841226979833,0.3368233953297881,0.3435132838770456,0.3348575738957497,0.3369357797514788,0.999997650764369
Cellular Response To Growth Factor Stimulus (GO:0071363),0.3203645250938564,0.3156967528255482,0.4154299928862742,0.3275968847833002,0.3204677958411415,0.33991119028602407,0.003574456549978
Sodium Ion Transmembrane Transport (GO:0035725),0.3387670670221384,0.3421534216819787,0.3397749573783302,0.3500250239665342,0.3399927125127345,0.34214263651234317,0.999997650764369
Regulation Of Tumor Necrosis Factor Production (GO:0032680),0.3398106044672654,0.343643898735836,0.3397749573783302,0.3500250239665342,0.3410257309655854,0.34285604310271023,0.999997650764369
Acidic Amino Acid Transport (GO:0015800),0.3406577985414298,0.343643898735836,0.3453131784157348,0.3500250239665342,0.3424686793381154,0.34442171579953007,0.999997650764369
Phenol-Containing Compound Biosynthetic Process (GO:0046189),0.3406577985414298,0.343643898735836,0.3453131784157348,0.3500250239665342,0.3424686793381154,0.34442171579953007,0.999997650764369
DNA Recombination (GO:0006310),0.3406577985414298,0.343643898735836,0.3453131784157348,0.3500250239665342,0.3424686793381154,0.34442171579953007,0.0187841578185468
Monoatomic Cation Transport (GO:0006812),0.3406577985414298,0.343643898735836,0.3453131784157348,0.3500250239665342,0.3424686793381154,0.34442171579953007,0.999997650764369
Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),0.3406577985414298,0.343643898735836,0.3453131784157348,0.3500250239665342,0.3424686793381154,0.34442171579953007,0.2074328447599278
Regulation Of Low-Density Lipoprotein Particle Clearance (GO:0010988),0.3406577985414298,0.343643898735836,0.3453131784157348,0.3500250239665342,0.3424686793381154,0.34442171579953007,0.8234331259673537
